School Name,State,County,total_students,reduced_price,title_I
ADELAIDE LEE ES,Oklahoma,Oklahoma County,0.2985264507717608,-0.3220096846130222,1
ADELFA BOTELLO CALLEJO EL,Texas,Dallas County,0.2109518440567912,-0.2970646927957971,1
ADELLE TURNER EL,Texas,Dallas County,-0.4130172287873672,-0.6213495864197234,1
ADMIN SERVICES,Texas,Harris County,-1.122371543178621,-1.0204694554953249,0
ADOBE ACRES ELEMENTARY,New Mexico,Bernalillo County,0.08177929915221105,-1.0204694554953249,1
ADRIAN SCHOOL,Texas,Oldham County,-0.9516010600844302,-0.49662462733359786,1
ADVANTAGE ACADEMY,Texas,Dallas County,2.3455828827341754,3.744023981594668,1
ADVENTHEALTH SCHOOL,Texas,Bell County,-1.177105672375477,-0.9955244636780998,0
AFTON ES,Oklahoma,Ottawa County,-0.3823661164371278,0.1020551762798044,1
AFTON HS,Oklahoma,Ottawa County,-0.8946775657197,-0.4217896518819226,1
AGNES COTTON ACADEMY,Texas,Bexar County,-0.7107708916182638,-0.6712395700541736,1
AGNEW MIDDLE,Texas,Dallas County,0.629120591120771,1.025019873517133,1
AGRA ES,Oklahoma,Lincoln County,-0.5093492961738337,-0.6462945782369485,1
AGRA HS,Oklahoma,Lincoln County,-0.9953883634419151,-0.9456344800436496,1
AGUA DULCE EL,Texas,Nueces County,-0.8530796275300895,-0.5714596027852732,1
AGUA DULCE H S,Texas,Nueces County,-0.7589369253114971,-0.521569619150823,1
AGUIRRE J H,Texas,Harris County,0.8064591697185844,1.8482046034855608,1
AHLF JUNIOR HIGH SCHOOL,Arkansas,White County,0.24817105191065328,0.5510650289898561,1
AIA LANCASTER EL,Texas,Dallas County,-1.185863133046974,-1.0204694554953249,1
AIDA C ESCOBAR EL,Texas,Hidalgo County,0.48681185520894543,-1.0204694554953249,1
AIKEN EL,Texas,Cameron County,0.49775868104831666,-1.0204694554953249,1
AIKIN EL,Texas,Dallas County,0.4342670911799637,0.0771101844625793,1
AIKIN EL,Texas,Lamar County,0.738588849514483,0.027220200828129117,1
AIKMAN EL,Texas,Deaf Smith County,-0.2531935715325477,-0.4217896518819226,1
AIM CENTER H S,Texas,Orange County,-1.1070459870035012,-0.9705794718608747,1
AIM COLLEGE & CAREER PREP,Texas,Galveston County,-0.9669266162595499,-0.8957444964091994,1
AIRLINE HIGH SCHOOL,Louisiana,Bossier Parish,2.625821624222078,0.4762300535381808,1
AIRLINE PARK ACADEMY FOR ADVANCED STUDIES,Louisiana,Jefferson Parish,-0.4086384984516187,-0.07255976644077126,0
AIRPORT EL,Texas,Hidalgo County,0.36639677097586226,-1.0204694554953249,1
AKIN EL,Texas,Hale County,-0.5772196163779352,-0.3469546764302473,1
AKINS H S,Texas,Travis County,4.39263931469659,6.038963228779377,1
ALAMEDA ELEMENTARY,New Mexico,DoÃƒÂ±a Ana County,-0.06490816709536304,-0.272119700978572,1
ALAMEDA ELEMENTARY,New Mexico,Bernalillo County,-0.6538473972535336,-0.6213495864197234,1
ALAMO EL,Texas,Harris County,0.12556660250969584,0.5011750453554059,1
ALAMO HEIGHTS H S,Texas,Bexar County,2.161676208632739,-0.022669782806321072,0
ALAMO HEIGHTS J H,Texas,Bexar County,1.2662258549721748,0.05216519264535421,1
ALAMO J H,Texas,Midland County,0.5612502709166696,1.2245798080549337,1
ALAMO MIDDLE,Texas,Hidalgo County,0.34450311929711985,-1.0204694554953249,1
ALAMOGORDO HIGH,New Mexico,Otero County,1.9120885794950757,2.696334325271214,1
ALAMOSA ELEMENTARY,New Mexico,Bernalillo County,0.20000501821742,-1.0204694554953249,1
ALAN B SHEPARD MIDDLE,Texas,Bexar County,0.08834739465583376,-1.0204694554953249,1
ALBA-GOLDEN EL,Texas,Wood County,-0.29479150972215823,0.20183514354870477,1
ALBA-GOLDEN H S,Texas,Wood County,-0.31011706589727794,0.1020551762798044,1
ALBANY HIGH SCHOOL,Louisiana,Livingston Parish,0.05112818680197168,0.4762300535381808,1
ALBANY JR-SR H S,Texas,Shackelford County,-0.7698837511508683,-0.6712395700541736,1
ALBANY LOWER ELEMENTARY SCHOOL,Louisiana,Livingston Parish,-0.07366562776686,0.7007349798932067,1
ALBANY MIDDLE SCHOOL,Louisiana,Livingston Parish,0.07958993398433681,0.7755699553448819,1
ALBANY UPPER ELEMENTARY SCHOOL,Louisiana,Livingston Parish,-0.5859770770494321,0.17689015173147968,1
ALBERT & IOLA LEE DAVIS MALVERN EL,Texas,Collin County,-0.14591467830670993,0.1270001680970295,1
ALBERT C WILLIAMS EL,Texas,Hunt County,-0.5093492961738337,-0.521569619150823,1
ALBERT CAMMON MIDDLE SCHOOL,Louisiana,St. Charles Parish,-0.5509472343634443,-0.07255976644077126,1
ALBERT PIKE ELEMENTARY SCHOOL,Arkansas,Sebastian County,-0.03206768957724944,-0.24717470916134693,1
ALBERTO AND CELIA BARRERA EL,Texas,Starr County,0.08615802948795952,-1.0204694554953249,1
ALBION PUBLIC SCHOOL,Oklahoma,Pushmataha County,-1.0479331274708967,-0.9206894882264245,1
ALBRIGHT MIDDLE,Texas,Harris County,1.5464645964600776,1.9729295625716863,1
ALBUQUERQUE HIGH,New Mexico,Bernalillo County,2.5470044781786054,3.1702891697984907,1
ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,New Mexico,Bernalillo County,-0.4786981838235944,-1.0204694554953249,0
ALCALDE ELEMENTARY,New Mexico,Rio Arriba County,-0.9187605825663167,-1.0204694554953249,1
ALCOTT EL,Texas,Harris County,-0.3495256389190142,-0.7211295536886237,1
ALCOTT MS,Oklahoma,Cleveland County,0.3576393103043653,0.40139507808650554,1
ALDERSON EL,Texas,Lubbock County,0.18030073170655184,-0.47167963551637276,1
ALDINE EDUCATION CENTER,Texas,Harris County,-0.730475178129132,-0.8707995045919743,0
ALDINE H S,Texas,Harris County,3.930683264275125,3.993473899766919,1
ALDINE MIDDLE,Texas,Harris County,0.8064591697185844,0.7755699553448819,1
ALDINE NINTH GRADE,Texas,Harris County,0.4955693158804424,0.22678013536592986,1
ALDO LEOPOLD CHARTER,New Mexico,Grant County,-0.9078137567269454,-0.7460745455058488,1
ALDRIDGE EL,Texas,Collin County,-0.08023372327048271,-0.6213495864197234,0
ALEDO H S,Texas,Parker County,1.3143918886654082,-0.272119700978572,0
ALEDO MIDDLE,Texas,Parker County,0.3926691529903531,-0.4217896518819226,0
ALEX ES,Oklahoma,Grady County,-0.7545581949757486,-0.5714596027852732,1
ALEX HS,Oklahoma,Grady County,-0.9953883634419151,-0.8209095209575241,1
ALEX SANGER PREPARATORY SCHOOL,Texas,Dallas County,0.005151518276612643,-0.49662462733359786,1
ALEX W SPENCE TALENTED/GIFTED ACADEMY,Texas,Dallas County,1.0450999730168766,-0.09750475825799636,1
ALEXANDER EL,Texas,Harris County,0.692612180989124,0.42634006990373063,1
ALEXANDER ES,Oklahoma,Ottawa County,-0.17875515582482351,-0.022669782806321072,1
ALEXANDER LEARNING CENTER,Louisiana,Caddo Parish,-0.8946775657197,-0.9456344800436496,1
ALEXANDER MIDDLE,Texas,Brazoria County,0.22189866989616241,-0.3718996682474724,0
ALEXANDRIA MIDDLE MAGNET SCHOOL,Louisiana,Rapides Parish,-0.1568615041460811,-0.44673464369914767,1
ALEXANDRIA SENIOR HIGH SCHOOL,Louisiana,Rapides Parish,1.5836838043139396,1.3991947507755094,0
ALFONSO BORREGO SR EL,Texas,El Paso County,0.000772787940864163,-1.0204694554953249,1
ALFONSO RAMIREZ EL,Texas,Hidalgo County,-0.04739324575236912,-1.0204694554953249,1
ALFRED M. BARBE HIGH SCHOOL,Louisiana,Calcasieu Parish,2.9191965567172264,0.9252399062482325,0
ALFRED SORENSEN EL,Texas,Hidalgo County,0.39923724849397585,-1.0204694554953249,1
ALGODONES ELEMENTARY,New Mexico,Sandoval County,-0.8377540713549697,-1.0204694554953249,1
ALICE BIRNEY ELEMENTARY SCHOOL,Louisiana,Jefferson Parish,0.1233772373418216,-0.19728472552689674,1
ALICE CARLSON APPLIED LRN CTR,Texas,Tarrant County,-0.36485119509413394,-0.6213495864197234,0
ALICE D CONTRERAS,Texas,Tarrant County,0.3817223271509819,0.1020551762798044,1
ALICE H S,Texas,Jim Wells County,1.951497152516812,2.222379480743937,1
ALICE JOHNSON J H,Texas,Harris County,1.012259495498763,2.147544505292262,1
ALICE KING COMMUNITY SCHOOL,New Mexico,Bernalillo County,-0.5071599310059595,-0.2970646927957971,0
ALICE MOORE ALEXANDER,Texas,Denton County,0.03142390029110352,0.32656010263483026,1
ALICE N. BOUCHER ELEMENTARY SCHOOL,Louisiana,Lafayette Parish,0.2832008945966411,-0.49662462733359786,1
ALICE PONDER EL,Texas,Tarrant County,-0.13277848729946448,-0.19728472552689674,1
ALICIA R CHACON,Texas,El Paso County,0.510894872055562,2.5466643743678636,1
ALIEF EARLY COLLEGE H S,Texas,Harris County,-0.34076817824751726,0.1270001680970295,1
ALIEF ISD J J A E P,Texas,Harris County,-1.196809958886345,-1.0204694554953249,0
ALIEF LEARNING CTR (6-12),Texas,Harris County,-0.9603585207559272,-0.9456344800436496,0
ALIEF LEARNING CTR (K-6),Texas,Harris County,-1.1814844027112255,-1.0204694554953249,0
ALIEF MIDDLE,Texas,Harris County,0.9312529842874162,0.15194515991425459,1
ALIEF MONTESSORI COMMUNITY SCHOOL,Texas,Harris County,-0.6034919983924261,0.05216519264535421,1
ALINE-CLEO ES,Oklahoma,Major County,-0.9778734420989211,-0.6961845618713987,1
ALINE-CLEO HS,Oklahoma,Alfalfa County,-1.1289396386822437,-0.8957444964091994,1
ALKEK EL,Texas,Bandera County,0.06645374297709136,0.15194515991425459,1
ALLEMANDS ELEMENTARY SCHOOL,Louisiana,St. Charles Parish,-0.5925451725530548,-0.5964045946024983,1
ALLEN & WILLIAM ARNOLD EL,Texas,Hidalgo County,0.19343692271379728,-1.0204694554953249,1
ALLEN EL,Texas,Denton County,0.1627858103635579,-0.7460745455058488,0
ALLEN EL,Texas,Bexar County,0.12775596767757008,-0.3718996682474724,1
ALLEN EL,Texas,Nueces County,-0.3298213524081461,-0.47167963551637276,1
ALLEN ELLENDER SCHOOL,Louisiana,Jefferson Parish,-0.038635785080872155,0.17689015173147968,1
ALLEN ES,Oklahoma,Pontotoc County,-0.46994072315209745,-0.2970646927957971,1
ALLEN H S,Texas,Collin County,8.445154240431808,3.145344177981266,0
ALLEN HS,Oklahoma,Pontotoc County,-0.9384648690771848,-0.521569619150823,1
ALLEN-BOWDEN PUBLIC SCHOOL,Oklahoma,Creek County,-0.3823661164371278,-0.272119700978572,1
ALLIENE MULLENDORE EL,Texas,Tarrant County,-0.2772765883791643,-0.07255976644077126,1
ALLISON EL,Texas,Travis County,-0.13496785246733872,-0.3220096846130222,1
ALMA D'ARTE CHARTER,New Mexico,DoÃƒÂ±a Ana County,-0.8114816893404789,-0.9206894882264245,1
ALMA HIGH SCHOOL,Arkansas,Crawford County,1.1195383887246009,1.7234796443994354,1
ALMA INTERMEDIATE SCHOOL,Arkansas,Crawford County,0.3620180406401138,0.9252399062482325,1
ALMA MIDDLE SCHOOL,Arkansas,Crawford County,0.519652332727059,0.9751298898826827,1
ALMA PRIMARY SCHOOL,Arkansas,Crawford County,0.2832008945966411,0.5760100208070812,1
ALMA REDWINE ELEMENTARY,Louisiana,Rapides Parish,-0.6801197792680245,-0.8957444964091994,1
ALMA SPIKES ELEMENTARY SCHOOL,Arkansas,Randolph County,-0.19189134683206896,0.7007349798932067,1
ALMEDA EL,Texas,Harris County,0.5174629675591847,0.2766701190003801,1
ALMOR WEST ES,Oklahoma,Comanche County,-0.410827863619493,-0.3220096846130222,1
ALOE EL,Texas,Victoria County,-0.10869547045284783,0.42634006990373063,1
ALONSO S PERALES EL,Texas,Bexar County,0.06426437780921712,-1.0204694554953249,1
ALPENA ELEMENTARY SCHOOL,Arkansas,Boone County,-0.502781200670211,0.0771101844625793,1
ALPENA HIGH SCHOOL,Arkansas,Boone County,-0.7720731163187425,-0.3968446600646975,1
ALPHA,Texas,Montgomery County,-1.0150926499527833,-0.8458545127747492,1
ALPINE EL,Texas,Brewster County,-0.2094062681750629,0.5510650289898561,1
ALPINE H S,Texas,Brewster County,-0.6166281893996716,-0.047614774623546165,1
ALPINE MIDDLE,Texas,Brewster County,-0.5465685040276959,-0.07255976644077126,1
ALTA LOMA EL,Texas,Tom Green County,-0.44585770630548077,0.2766701190003801,1
ALTA VISTA EL,Texas,McLennan County,-0.09774864461347664,0.1270001680970295,1
ALTA VISTA EL,Texas,El Paso County,-0.3692299254298824,-0.5964045946024983,1
ALTA VISTA ELEMENTARY,New Mexico,Taos County,-1.0085245544491606,-1.0204694554953249,1
ALTA VISTA INTERMEDIATE,New Mexico,Taos County,-1.0742055094853877,-1.0204694554953249,1
ALTER DISCIPLINE CAMPUS,Texas,Tarrant County,-1.1530226555288603,-0.9456344800436496,0
ALTER ED CTR,Texas,Ector County,-1.1158034476749983,-0.9705794718608747,0
ALTER ED PROG,Texas,Tarrant County,-1.1442651948573634,-0.9206894882264245,1
ALTER H S,Texas,Bexar County,-1.0194713802885316,-0.9206894882264245,0
ALTER LEARNING CTR,Texas,Johnson County,-1.2077567847257162,-0.9955244636780998,0
ALTER MIDDLE,Texas,Bexar County,-1.1201821780107468,-0.8458545127747492,0
ALTER SCH,Texas,Jefferson County,-1.2099461498935906,-0.9955244636780998,0
ALTER SCH,Texas,Gillespie County,-1.1836737678790996,-0.9955244636780998,1
ALTERNATIVE CENTER,Texas,Bexar County,-1.1114247173392497,-1.0204694554953249,1
ALTERNATIVE EL,Texas,Bexar County,-1.205567419557842,-1.0204694554953249,0
ALTERNATIVE H S,Texas,Bexar County,-0.9975777286097893,-0.8707995045919743,0
ALTERNATIVE LEARNING CENTER,Texas,Travis County,-0.9231393129020651,-0.9705794718608747,0
ALTERNATIVE LEARNING CENTER,Texas,Fort Bend County,-1.1004778914998785,-0.9206894882264245,0
ALTERNATIVE MIDDLE,Texas,Bexar County,-1.177105672375477,-1.0204694554953249,0
ALTERNATIVE MIDDLE SOUTH,Texas,Bexar County,-1.1333183690179922,-0.8957444964091994,0
ALTERNATIVE SCHOOL,Texas,Bexar County,-1.1508332903609861,-1.0204694554953249,1
ALTERNATIVE SCHOOL,Texas,Chambers County,-1.203378054389968,-0.9705794718608747,0
ALTO BONITO EL,Texas,Starr County,0.1496496193563125,-1.0204694554953249,1
ALTO EL,Texas,Cherokee County,-0.6450899365820366,-0.5714596027852732,1
ALTO H S,Texas,Cherokee County,-0.7983454983332334,-0.6961845618713987,1
ALTO MIDDLE,Texas,Cherokee County,-0.8049135938368561,-0.44673464369914767,1
ALTON BOWEN EL,Texas,Brazos County,-0.3757980209335051,-0.5465146109680481,1
ALTON BOYD EL,Texas,Collin County,0.42550963050846674,0.2766701190003801,1
ALTON EL,Texas,Washington County,-0.15905086931395535,-0.3968446600646975,1
ALTON EL,Texas,Hidalgo County,-0.11964229629221904,-1.0204694554953249,1
ALTON ELEMENTARY SCHOOL,Louisiana,St. Tammany Parish,-0.7501794646400002,-0.6961845618713987,1
ALTON MEMORIAL J H,Texas,Hidalgo County,0.793322978711339,-1.0204694554953249,1
ALTUS EARLY CHILDHOOD CENTER,Oklahoma,Jackson County,-0.5706515208743125,-0.3718996682474724,1
ALTUS ES,Oklahoma,Jackson County,-0.2050275378393144,-0.09750475825799636,1
ALTUS HS,Oklahoma,Jackson County,0.7604825011932255,0.7506249635276568,1
ALTUS INTERMEDIATE SCHOOL,Oklahoma,Jackson County,-0.07147626259898576,0.8254599389793321,1
ALTUS JHS,Oklahoma,Jackson County,-0.0955592794456024,0.251725127183155,1
ALTUS PRIMARY SCHOOL,Oklahoma,Jackson County,-0.5312429478525762,-0.3718996682474724,1
ALVA HS,Oklahoma,Woods County,-0.6669835882607791,-0.47167963551637276,1
ALVA MS,Oklahoma,Woods County,-0.7501794646400002,-0.17233973370967165,1
ALVARADO EL-NORTH,Texas,Johnson County,-0.33857881307964305,-0.12244975007522145,1
ALVARADO EL-SOUTH,Texas,Johnson County,-0.34076817824751726,0.15194515991425459,1
ALVARADO ELEMENTARY,New Mexico,Bernalillo County,-0.4086384984516187,-0.49662462733359786,1
ALVARADO H S,Texas,Johnson County,0.9224955236159192,1.4241397425927345,1
ALVARADO INT,Texas,Johnson County,0.4671075686980773,1.0998548489688083,1
ALVARADO J H,Texas,Johnson County,-0.06928689743111152,0.5510650289898561,1
ALVAREZ EL,Texas,Hidalgo County,-0.06709753226323728,-1.0204694554953249,1
ALVIN EL,Texas,Brazoria County,-0.12183166146009328,-0.19728472552689674,1
ALVIN H S,Texas,Brazoria County,4.302875342813746,2.396994423464513,1
ALVIN J H,Texas,Brazoria County,0.4692969338659515,0.0771101844625793,1
ALVIN PRI,Texas,Brazoria County,0.19124755754592304,-0.09750475825799636,1
ALVIS C STORY EL,Texas,Collin County,-0.018931498570003997,-0.47167963551637276,1
ALVIS ELEMENTARY,New Mexico,Union County,-0.7151496219540123,-0.3220096846130222,1
ALVORD EL,Texas,Wise County,-0.46556199281634897,-0.47167963551637276,1
ALVORD H S,Texas,Wise County,-0.7808305769902395,-0.8458545127747492,0
ALVORD MIDDLE,Texas,Wise County,-0.8837307398803288,-0.8707995045919743,1
AMADOR R RODRIGUEZ JUVENILE BOOT CAMP,Texas,Cameron County,-1.1792950375433513,-1.0204694554953249,1
AMANDA GARZA-PENA EL,Texas,Hidalgo County,-0.07147626259898576,-1.0204694554953249,1
AMANDA GIST ELEMENTARY SCHOOL,Arkansas,Baxter County,-0.3582830995905112,0.6259000044415314,1
AMANDA ROCHELL EL,Texas,Rockwall County,0.07302183848071409,0.5760100208070812,1
AMARILLO AREA CTR FOR ADVANCED LRN,Texas,Potter County,-1.1836737678790996,-1.0204694554953249,0
AMARILLO COLLEGIATE ACADEMY,Texas,Randall County,-0.5750302512100609,-0.8458545127747492,0
AMARILLO H S,Texas,Randall County,3.698610556480456,0.7007349798932067,0
AMBASSADORS PREPARATORY ACADEMY,Texas,Galveston County,-0.502781200670211,-0.22222971734412184,1
AMBER-POCASSET ES,Oklahoma,Grady County,-0.6450899365820366,0.05216519264535421,1
AMBER-POCASSET HS,Oklahoma,Grady County,-0.9713053465952984,-0.6462945782369485,0
AMBER-POCASSET JHS,Oklahoma,Grady County,-0.9362755039093106,-0.6961845618713987,1
AMBOY ELEMENTARY SCHOOL,Arkansas,Pulaski County,-0.37798738610137933,-0.3220096846130222,1
AMELIA EL,Texas,Jefferson County,0.528409793398556,1.0749098571515832,1
AMERICAS H S,Texas,El Paso County,3.740208494670066,5.290613474262624,1
AMHERST SCHOOL,Texas,Lamb County,-0.8946775657197,-1.0204694554953249,1
AMI KIDS RIO GRANDE VALLEY (FKA RGMI),Texas,Cameron County,-1.1749163072076028,-1.0204694554953249,0
AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER SCHOOL,Texas,Harris County,-0.08023372327048271,-0.8957444964091994,1
AMITE ELEMENTARY MAGNET SCHOOL,Louisiana,Tangipahoa Parish,0.11024104633457617,-0.6712395700541736,1
