School Name,State,County,total_students,reduced_price,title_I
3D ACADEMY,Texas,Hidalgo County,-1.0255393241487902,-0.9265012669800287,1
6TH GRADE CENTER,Texas,Hunt County,-0.5277130033849736,-0.14865089441176538,1
7TH AND 8TH GRADE ACADEMY,Oklahoma,Muskogee County,0.20070819323048103,0.2888899401578828,1
7TH AND 8TH GRADE ACADEMY,New Mexico,San Miguel County,-0.3553056195706648,0.11873517115857515,1
A & M CONS H S,Texas,Brazos County,2.5519138899981173,1.5042811472957942,0
A & M CONSOLIDATED MIDDLE,Texas,Brazos County,0.7330159907571594,0.43473688501443214,1
A B DUNCAN EL,Texas,Floyd County,-0.20444915873314465,-0.1729587185545236,1
A B MCBAY EL,Texas,Limestone County,0.24165494688637937,0.33750558844339923,1
A C BLUNT MIDDLE,Texas,San Patricio County,-0.3014283121286933,0.3861212367289157,1
A C JONES H S,Texas,Bee County,0.8774071747016431,1.5772046197240688,1
A E BUTLER INT,Texas,Hunt County,-0.11609037452831138,0.19165864358684984,1
A G ELDER EL,Texas,Johnson County,-0.036351959514193566,0.09442734701581693,1
A LEAL JR MIDDLE,Texas,Bexar County,0.5196618532869522,-0.9265012669800287,1
A M OCHOA EL,Texas,Hidalgo County,-0.28849775834262015,-0.9265012669800287,1
A M PATE EL,Texas,Tarrant County,-0.14410657439813657,-0.46465260826762234,1
A N RICO EL,Texas,Hidalgo County,0.6425021142546473,-0.9265012669800287,1
A P BEUTEL EL,Texas,Brazoria County,-0.05143760559794558,-0.07572742198349068,1
A V CATO EL,Texas,Tarrant County,0.5218169455846312,0.43473688501443214,1
A+ ACADEMY EL,Texas,Dallas County,0.8881826361900373,1.7473593887233765,1
A. A. NELSON ELEMENTARY SCHOOL,Louisiana,Calcasieu Parish,0.2890669774353143,0.9695090161551132,1
A. E. PHILLIPS LABORATORY SCHOOL,Louisiana,Lincoln Parish,-0.38763200403584774,-0.9265012669800287,0
A. MONTOYA ELEMENTARY,New Mexico,Bernalillo County,-0.43073384998942493,-0.2701900151255565,1
A.C. ALEXANDER ELEMENTARY SCHOOL,Louisiana,Jefferson Parish,0.16407162416994042,0.36181341258615746,1
A.C. STEERE ELEMENTARY SCHOOL,Louisiana,Caddo Parish,-0.29065285064029905,-0.22157436684004006,0
AARON PARKER EL,Texas,Lamar County,-0.6871898334132093,-0.2458821909827983,1
AB HARRISON INT,Texas,Collin County,0.20501837782583876,0.26458211601512455,1
ABBETT EL,Texas,Dallas County,0.2567405929701314,-0.027111773697974222,1
ABBEVILLE HIGH SCHOOL,Louisiana,Vermilion Parish,0.2351896699933428,0.19165864358684984,1
ABBOTT SCHOOL,Texas,Hill County,-0.644087987459632,-0.4160369599821059,1
ABELL J H,Texas,Midland County,0.9679210512041552,0.6535073022992561,1
ABERNATHY EL,Texas,Hale County,-0.41780329620335177,-0.027111773697974222,1
ABERNATHY H S,Texas,Hale County,-0.7604629715342905,-0.46465260826762234,1
ABERNATHY MIDDLE,Texas,Hale County,-0.7841689868087579,-0.46465260826762234,1
ABILENE H S,Texas,Taylor County,2.9355203189849544,3.327367958002662,1
ABIQUIU ELEMENTARY,New Mexico,Rio Arriba County,-0.9608865552184245,-0.6591152014096882,1
ABITA SPRINGS ELEMENTARY SCHOOL,Louisiana,St. Tammany Parish,0.3838910385331841,1.1153559610116626,1
ABITA SPRINGS MIDDLE SCHOOL,Louisiana,St. Tammany Parish,-0.2216898971145755,0.4104290608716739,1
ABNEY ELEMENTARY EARLY CHILDHOOD CENTER,Louisiana,St. Tammany Parish,-0.7195162178783922,-0.29449783926831474,1
ABOUT FACE PROGRAM EL,Texas,El Paso County,-1.1871712464747048,-0.9265012669800287,1
ABQ CHARTER ACADEMY,New Mexico,Bernalillo County,-0.6290023413758801,-0.3674213116965894,1
ABQ SCHOOL OF EXCELLENCE,New Mexico,Bernalillo County,-0.5471088340640834,-0.5861917289814135,1
ABQ SIGN LANGUAGE ACADEMY,New Mexico,Bernalillo County,-1.0104536780650382,-0.7077308496952046,1
ABRAHAM KAZEN MIDDLE,Texas,Bexar County,-0.17643295886331944,-0.9265012669800287,1
ACADEMIC CENTER FOR EXCELLENCE,Arkansas,Lonoke County,-0.7432222331528596,-0.48896043241038056,1
ACADEMIC RECOVERY OMBUDSMAN,Louisiana,Caddo Parish,-0.8940786939903798,-0.7563464979807211,1
ACADEMY AT CARRIE F THOMAS,Texas,Tarrant County,0.27829151594692,0.8722777195840803,1
ACADEMY AT LARRAGOITE,New Mexico,Santa Fe County,-0.8983888785857376,-0.9265012669800287,1
ACADEMY AT NOLA DUNN,Texas,Johnson County,0.19424291633744445,-0.1729587185545236,0
ACADEMY CENTRAL ES,Oklahoma,Osage County,-0.5212477264919371,-0.4403447841248641,1
ACADEMY DEL SOL ALT.,New Mexico,Otero County,-0.8552870326321603,-0.9265012669800287,1
ACADEMY ES,Oklahoma,Texas County,-0.3402199734869128,0.6048916540137397,1
ACADEMY FOR TECH & CLASS,New Mexico,Santa Fe County,-0.43504403458478264,-0.2458821909827983,0
ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE,Texas,Taylor County,-0.3660810810590591,0.11873517115857515,1
ACADEMY H S,Texas,Bell County,-0.32297923510548193,-0.31880566341107297,1
ACADEMY INT,Texas,Bell County,-0.038507051811872424,0.5076603574427068,1
ACADEMY J H,Texas,Bell County,-0.33806488118923395,0.045811698730300464,1
