School Name,State,County,total_students,reduced_price,title_I
21ST CENTURY EARLY LEARNING FOUNDATIONS ACADEMY,TEXAS,Hidalgo County,-0.542194760103223,-0.8609384688378823,1
3D ACADEMY,TEXAS,Hidalgo County,-0.8354954325097846,-0.8609384688378823,1
6TH GRADE CENTER,TEXAS,Hunt County,-0.3914134285139343,-0.17379252906853077,1
7TH AND 8TH GRADE ACADEMY,OKLAHOMA,Muskogee County,0.27574232632634327,-0.8609384688378823,1
7TH AND 8TH GRADE ACADEMY,NEW MEXICO,San Miguel County,-0.37902044235591054,-0.8609384688378823,1
A & M CONS H S,TEXAS,Brazos County,2.4300564201294685,1.8140225109785217,1
A & M CONSOLIDATED MIDDLE,TEXAS,Brazos County,0.7094968418571739,0.5133534107008207,1
A B DUNCAN EL,TEXAS,Floyd County,-0.19312564998555456,-0.8609384688378823,1
A B MCBAY EL,TEXAS,Limestone County,-0.16214318459049526,-0.34557901401086866,1
A C BLUNT MIDDLE,TEXAS,San Patricio County,-0.28400754847772863,0.21886229365681295,1
A C JONES H S,TEXAS,Bee County,0.9738805465616802,1.445908614673512,1
A E BUTLER INT,TEXAS,Hunt County,0.005162128542825135,0.169780440816145,1
A G ELDER EL,TEXAS,Johnson County,0.11669900396503873,0.8078445277448285,1
A LEAL JR MIDDLE,TEXAS,Bexar County,0.5050125702497823,-0.8609384688378823,1
A M OCHOA EL,TEXAS,Hidalgo County,-0.23650110153863763,-0.8609384688378823,1
A M PATE EL,TEXAS,Tarrant County,-0.09811275610737263,-0.6400701310548764,1
A N RICO EL,TEXAS,Hidalgo County,0.5793704871979247,-0.8609384688378823,1
A P BEUTEL EL,TEXAS,Brazoria County,-0.09604725841436867,-0.07562882338719483,1
A P SOLIS MIDDLE,TEXAS,Hidalgo County,0.3005282986423907,-0.8609384688378823,1
A V CATO EL,TEXAS,Tarrant County,0.3769517132835371,0.12069858797547701,1
A+ ACADEMY EL,TEXAS,Dallas County,1.0399764727378067,1.421367688253178,1
A+ UNLIMITED POTENTIAL - MUSEUM DISTRICT,TEXAS,Harris County,-1.058569183354212,-0.8118566159972143,1
A+ UNLIMITED POTENTIAL - UNIVERSITY,TEXAS,Harris County,-1.0833551556702594,-0.7873156895768803,1
