School Name,State,County,total_students,reduced_price,title_I
21ST CENTURY EARLY LEARNING FOUNDATIONS ACADEMY,TEXAS,Hidalgo County,-0.6440522943128896,-0.8677777880160593,0
3D ACADEMY,Texas,Hidalgo County,-0.8161472550581161,-0.8677777880160593,1
6TH GRADE CENTER,Texas,Hunt County,-0.410343088362582,-0.23851618952266507,1
7TH AND 8TH GRADE ACADEMY,Oklahoma,Muskogee County,0.28865990034333794,0.46625680078993653,1
7TH AND 8TH GRADE ACADEMY,New Mexico,San Miguel County,-0.3657258763175233,-0.8677777880160593,1
A & M CONS H S,Texas,Brazos County,2.5981317809613773,1.5989276780780461,0
A & M CONSOLIDATED MIDDLE,Texas,Brazos County,0.6774670338788497,0.3152340171515219,1
A B DUNCAN EL,Texas,Floyd County,-0.19363091557229678,-0.8677777880160593,1
A B MCBAY EL,Texas,Limestone County,-0.1298920412222129,-0.3643685092213439,1
A C BLUNT MIDDLE,Texas,San Patricio County,-0.306236260257445,0.1642112335131073,1
A C JONES H S,Texas,Bee County,0.9494195644392076,1.39756396656016,1
A E BUTLER INT,Texas,Hunt County,-0.06827779601713181,0.3152340171515219,1
A G ELDER EL,Texas,Johnson County,0.0400782903780108,0.18938169745284306,1
A LEAL JR MIDDLE,Texas,Bexar County,0.5138705897136344,-0.8677777880160593,1
A M OCHOA EL,Texas,Hidalgo County,-0.2424973859073611,-0.8677777880160593,1
A M PATE EL,Texas,Tarrant County,-0.11926889549719892,-0.5405617567994944,1
A N RICO EL,Texas,Hidalgo County,0.6498468549938133,-0.8677777880160593,1
A P BEUTEL EL,Texas,Brazoria County,-0.08315020003215139,-0.2888571174021366,1
A P SOLIS MIDDLE,TEXAS,Hidalgo County,0.3120308209383687,-0.8677777880160593,1
A V CATO EL,Texas,Tarrant County,0.496873556553612,0.1642112335131073,1
A+ ACADEMY EL,Texas,Dallas County,0.8006955242890118,1.850632317475404,1
A. A. NELSON ELEMENTARY SCHOOL,Louisiana,Calcasieu Parish,0.35239877469342185,0.5669386565488796,1
A. MONTOYA ELEMENTARY,New Mexico,Bernalillo County,-0.39547068434756244,-0.31402758134187236,1
A.C. ALEXANDER ELEMENTARY SCHOOL,Louisiana,Jefferson Parish,0.18030381394819536,-0.011982014065043118,1
A.C. STEERE ELEMENTARY SCHOOL,Louisiana,Caddo Parish,-0.2998623728224366,-0.4902208289200228,0
AARON PARKER EL,Texas,Lamar County,-0.7056665395179706,-0.1881752616431935,1
AB HARRISON INT,Texas,Collin County,0.3290278540983911,0.1642112335131073,1
ABBETT EL,Texas,Dallas County,0.3247785958083855,0.2397226253323146,1
ABBEVILLE HIGH SCHOOL,Louisiana,Vermilion Parish,0.19942547625322052,0.2397226253323146,1
ABBOTT SCHOOL,Texas,Hill County,-0.6228060028628616,-0.26368665346240083,1
ABELL J H,Texas,Midland County,0.8941792066691349,1.0200070074641234,1
ABERNATHY EL,Texas,Hale County,-0.410343088362582,-0.1126638698239862,1
ABERNATHY H S,Texas,Hale County,-0.7375359766930126,-0.3643685092213439,1
ABERNATHY MIDDLE,Texas,Hale County,-0.7885270761730797,-0.465050364980287,1
