School Name,State,County,total_students,reduced_price,title_I
3D ACADEMY,Texas,Hidalgo County,-0.9911194146489477,-0.9301997837824846,1
6TH GRADE CENTER,Texas,Hunt County,-0.5290245966961086,-0.2982697633072757,1
7TH AND 8TH GRADE ACADEMY,Oklahoma,Muskogee County,0.31033603881243005,0.5358778637199999,1
7TH AND 8TH GRADE ACADEMY,New Mexico,San Miguel County,-0.34597254320754434,0.23255145389189966,1
A & M CONS H S,Texas,Brazos County,5.0585277189365305,3.29109275299191,0
A & M CONSOLIDATED MIDDLE,Texas,Brazos County,0.5201761976895647,0.1567198514348746,1
A B DUNCAN EL,Texas,Floyd County,-0.14282941067755225,-0.3741013657643008,1
A B MCBAY EL,Texas,Limestone County,0.5268732240367073,0.5611550645390082,1
A C BLUNT MIDDLE,Texas,San Patricio County,-0.6384093603661044,-0.3741013657643008,1
A C JONES H S,Texas,Bee County,1.0447765948824013,1.8502923063084342,1
A E BUTLER INT,Texas,Hunt County,0.0647784060838682,0.35893745798694143,1
A G ELDER EL,Texas,Johnson County,0.09603119570386698,0.33366025716793307,1
A LEAL JR MIDDLE,Texas,Bexar County,0.5090144871109937,-1.031308587058518,1
A M OCHOA EL,Texas,Hidalgo County,-0.11604130528898188,-1.031308587058518,1
A M PATE EL,Texas,Tarrant County,0.011202195306727435,-0.8038137796874428,1
A N RICO EL,Texas,Hidalgo County,0.5983081717395616,-1.031308587058518,1
A P BEUTEL EL,Texas,Brazoria County,0.03575795857958362,-0.12132935757421728,0
A V CATO EL,Texas,Tarrant County,-0.20979967414897824,0.030333847339832843,1
A+ ACADEMY EL,Texas,Dallas County,0.9041390415924069,1.0919762817381837,1
A. A. NELSON ELEMENTARY SCHOOL,Louisiana,Calcasieu Parish,0.27685090707671706,0.9655902776431419,1
A. E. PHILLIPS LABORATORY SCHOOL,Louisiana,Lincoln Parish,-0.46205433322468265,-1.031308587058518,0
A. MONTOYA ELEMENTARY,New Mexico,Bernalillo County,-0.5178628861175376,-0.39937856658330917,1
